"S","E","I1","I2","I3","I4","A","R","H","WI1","WI2","WI3","WI4","WA","TI1","TI2","TI3","TI4","TA","D","N","new_cases","new_hosp","symp_tests","new_sympiso","new_asympiso"
9380,57,19,31,1,3,24,477,0,0,0,0,0,0,0,0,0,0,0,8,10000,17,0,0,0,0
