"d","tot.tests","sens","Ds","Da","Ts","Ta","sim","median","lower","upper","objective"
0,500,1,0.0416666666666667,0.0416666666666667,24,24,40,134,104,168,"asympiso"
0.05,500,1,0.0416666666666667,0.0416666666666667,24,24,41,952,724,1205,"tot.cases"
0.05,500,1,0.0416666666666667,0.0416666666666667,24,24,41,6,4,10,"peak.hosp"
0.05,500,1,0.0416666666666667,0.0416666666666667,24,24,41,0,0,0,"days.above.thresh"
0.05,500,1,0.0416666666666667,0.0416666666666667,24,24,41,22,15,31,"tot.hosp"
0.05,500,1,0.0416666666666667,0.0416666666666667,24,24,41,12,7,18,"death"
0.05,500,1,0.0416666666666667,0.0416666666666667,24,24,41,426,340,523,"sympiso"
0.05,500,1,0.0416666666666667,0.0416666666666667,24,24,41,121,92,152,"asympiso"
0.1,500,1,0.0416666666666667,0.0416666666666667,24,24,42,816,612,1036.05,"tot.cases"
0.1,500,1,0.0416666666666667,0.0416666666666667,24,24,42,6,3,9,"peak.hosp"
0.1,500,1,0.0416666666666667,0.0416666666666667,24,24,42,0,0,0,"days.above.thresh"
0.1,500,1,0.0416666666666667,0.0416666666666667,24,24,42,21,14,28,"tot.hosp"
0.1,500,1,0.0416666666666667,0.0416666666666667,24,24,42,11,6,17,"death"
0.1,500,1,0.0416666666666667,0.0416666666666667,24,24,42,381,305,465,"sympiso"
0.1,500,1,0.0416666666666667,0.0416666666666667,24,24,42,107,81,136,"asympiso"
0.15,500,1,0.0416666666666667,0.0416666666666667,24,24,43,697,523.95,890,"tot.cases"
0.15,500,1,0.0416666666666667,0.0416666666666667,24,24,43,5,3,8,"peak.hosp"
0.15,500,1,0.0416666666666667,0.0416666666666667,24,24,43,0,0,0,"days.above.thresh"
0.15,500,1,0.0416666666666667,0.0416666666666667,24,24,43,19,12,26,"tot.hosp"
0.15,500,1,0.0416666666666667,0.0416666666666667,24,24,43,10,6,16,"death"
