"d","tot.tests","sens","Ds","p","Da","Ts","Ta","sim","median","lower","upper","objective"
0.3,3000,1,5,0.2,5,0.2,0.2,1801,21,14,30,"tot.hosp"
0.3,3000,1,5,0.2,5,0.2,0.2,1801,12,7,18,"death"
0.3,3000,1,5,0.2,5,0.2,0.2,1801,202,165,241,"sympiso"
0.3,3000,1,5,0.2,5,0.2,0.2,1801,129,99,162,"asympiso"
0.35,3000,1,5,0.2,5,0.2,0.2,1802,499,369,655,"tot.cases"
0.35,3000,1,5,0.2,5,0.2,0.2,1802,5,3,8,"peak.hosp"
0.35,3000,1,5,0.2,5,0.2,0.2,1802,0,0,0,"days.above.thresh"
0.35,3000,1,5,0.2,5,0.2,0.2,1802,19,13,27,"tot.hosp"
0.35,3000,1,5,0.2,5,0.2,0.2,1802,11,6,16,"death"
0.35,3000,1,5,0.2,5,0.2,0.2,1802,179,147,214,"sympiso"
0.35,3000,1,5,0.2,5,0.2,0.2,1802,113,86,143,"asympiso"
0.4,3000,1,5,0.2,5,0.2,0.2,1803,412,307.95,537,"tot.cases"
0.4,3000,1,5,0.2,5,0.2,0.2,1803,5,3,8,"peak.hosp"
0.4,3000,1,5,0.2,5,0.2,0.2,1803,0,0,0,"days.above.thresh"
0.4,3000,1,5,0.2,5,0.2,0.2,1803,17,12,25,"tot.hosp"
0.4,3000,1,5,0.2,5,0.2,0.2,1803,10,5,15,"death"
0.4,3000,1,5,0.2,5,0.2,0.2,1803,159,131,189,"sympiso"
0.4,3000,1,5,0.2,5,0.2,0.2,1803,99,76,124,"asympiso"
0.45,3000,1,5,0.2,5,0.2,0.2,1804,342,254,448,"tot.cases"
0.45,3000,1,5,0.2,5,0.2,0.2,1804,5,3,7,"peak.hosp"
0.45,3000,1,5,0.2,5,0.2,0.2,1804,0,0,0,"days.above.thresh"
0.45,3000,1,5,0.2,5,0.2,0.2,1804,16,10,23,"tot.hosp"
0.45,3000,1,5,0.2,5,0.2,0.2,1804,9,5,14,"death"
0.45,3000,1,5,0.2,5,0.2,0.2,1804,143,118,169,"sympiso"
0.45,3000,1,5,0.2,5,0.2,0.2,1804,87,67,110,"asympiso"
0.5,3000,1,5,0.2,5,0.2,0.2,1805,282,209,369,"tot.cases"
0.5,3000,1,5,0.2,5,0.2,0.2,1805,4,3,7,"peak.hosp"
0.5,3000,1,5,0.2,5,0.2,0.2,1805,0,0,0,"days.above.thresh"
0.5,3000,1,5,0.2,5,0.2,0.2,1805,14,9,20,"tot.hosp"
0.5,3000,1,5,0.2,5,0.2,0.2,1805,8,4,13,"death"
0.5,3000,1,5,0.2,5,0.2,0.2,1805,128,106,152,"sympiso"
0.5,3000,1,5,0.2,5,0.2,0.2,1805,76,58,97,"asympiso"
0.55,3000,1,5,0.2,5,0.2,0.2,1806,232,172,302.05,"tot.cases"
0.55,3000,1,5,0.2,5,0.2,0.2,1806,4,3,6,"peak.hosp"
0.55,3000,1,5,0.2,5,0.2,0.2,1806,0,0,0,"days.above.thresh"
0.55,3000,1,5,0.2,5,0.2,0.2,1806,13,8,19,"tot.hosp"
0.55,3000,1,5,0.2,5,0.2,0.2,1806,8,4,12,"death"
0.55,3000,1,5,0.2,5,0.2,0.2,1806,115,97,136,"sympiso"
0.55,3000,1,5,0.2,5,0.2,0.2,1806,68,52,85,"asympiso"
0.6,3000,1,5,0.2,5,0.2,0.2,1807,190,141.95,248,"tot.cases"
0.6,3000,1,5,0.2,5,0.2,0.2,1807,4,2,6,"peak.hosp"
0.6,3000,1,5,0.2,5,0.2,0.2,1807,0,0,0,"days.above.thresh"
0.6,3000,1,5,0.2,5,0.2,0.2,1807,12,8,17,"tot.hosp"
0.6,3000,1,5,0.2,5,0.2,0.2,1807,7,3,11,"death"
0.6,3000,1,5,0.2,5,0.2,0.2,1807,105,88,123,"sympiso"
0.6,3000,1,5,0.2,5,0.2,0.2,1807,60,46,75,"asympiso"
0,3500,1,5,0.2,5,0.2,0.2,1808,1662,1306.95,2053,"tot.cases"
0,3500,1,5,0.2,5,0.2,0.2,1808,12,7,18,"peak.hosp"
0,3500,1,5,0.2,5,0.2,0.2,1808,0,0,0,"days.above.thresh"
0,3500,1,5,0.2,5,0.2,0.2,1808,41,29,55,"tot.hosp"
0,3500,1,5,0.2,5,0.2,0.2,1808,20,13,29,"death"
0,3500,1,5,0.2,5,0.2,0.2,1808,374,303,452,"sympiso"
0,3500,1,5,0.2,5,0.2,0.2,1808,312,248,385,"asympiso"
0.05,3500,1,5,0.2,5,0.2,0.2,1809,1427,1109,1759,"tot.cases"
0.05,3500,1,5,0.2,5,0.2,0.2,1809,10,6,16,"peak.hosp"
0.05,3500,1,5,0.2,5,0.2,0.2,1809,0,0,0,"days.above.thresh"
0.05,3500,1,5,0.2,5,0.2,0.2,1809,37,26,49,"tot.hosp"
0.05,3500,1,5,0.2,5,0.2,0.2,1809,18,11,26,"death"
0.05,3500,1,5,0.2,5,0.2,0.2,1809,333,268,404,"sympiso"
0.05,3500,1,5,0.2,5,0.2,0.2,1809,275,216,339,"asympiso"
0.1,3500,1,5,0.2,5,0.2,0.2,1810,1212,931,1522.05,"tot.cases"
0.1,3500,1,5,0.2,5,0.2,0.2,1810,9,6,14,"peak.hosp"
0.1,3500,1,5,0.2,5,0.2,0.2,1810,0,0,0,"days.above.thresh"
0.1,3500,1,5,0.2,5,0.2,0.2,1810,33,23,45,"tot.hosp"
0.1,3500,1,5,0.2,5,0.2,0.2,1810,17,10,24,"death"
0.1,3500,1,5,0.2,5,0.2,0.2,1810,294,237,357,"sympiso"
0.1,3500,1,5,0.2,5,0.2,0.2,1810,242,189,300,"asympiso"
0.15,3500,1,5,0.2,5,0.2,0.2,1811,1022,766.95,1295,"tot.cases"
0.15,3500,1,5,0.2,5,0.2,0.2,1811,8,5,12,"peak.hosp"
0.15,3500,1,5,0.2,5,0.2,0.2,1811,0,0,0,"days.above.thresh"
0.15,3500,1,5,0.2,5,0.2,0.2,1811,30,20,40,"tot.hosp"
0.15,3500,1,5,0.2,5,0.2,0.2,1811,15,9,22,"death"
0.15,3500,1,5,0.2,5,0.2,0.2,1811,259,208,314,"sympiso"
0.15,3500,1,5,0.2,5,0.2,0.2,1811,211,163,265,"asympiso"
0.2,3500,1,5,0.2,5,0.2,0.2,1812,861,657,1104,"tot.cases"
0.2,3500,1,5,0.2,5,0.2,0.2,1812,7,4,11,"peak.hosp"
0.2,3500,1,5,0.2,5,0.2,0.2,1812,0,0,0,"days.above.thresh"
0.2,3500,1,5,0.2,5,0.2,0.2,1812,27,18,37,"tot.hosp"
0.2,3500,1,5,0.2,5,0.2,0.2,1812,14,8,21,"death"
0.2,3500,1,5,0.2,5,0.2,0.2,1812,228,185,276,"sympiso"
0.2,3500,1,5,0.2,5,0.2,0.2,1812,185,144,233,"asympiso"
0.25,3500,1,5,0.2,5,0.2,0.2,1813,731,542,933,"tot.cases"
0.25,3500,1,5,0.2,5,0.2,0.2,1813,6,4,10,"peak.hosp"
0.25,3500,1,5,0.2,5,0.2,0.2,1813,0,0,0,"days.above.thresh"
0.25,3500,1,5,0.2,5,0.2,0.2,1813,24,16,33,"tot.hosp"
0.25,3500,1,5,0.2,5,0.2,0.2,1813,13,7,19,"death"
0.25,3500,1,5,0.2,5,0.2,0.2,1813,203,165,242,"sympiso"
0.25,3500,1,5,0.2,5,0.2,0.2,1813,163,126,203.05,"asympiso"
0.3,3500,1,5,0.2,5,0.2,0.2,1814,606,449.95,783,"tot.cases"
0.3,3500,1,5,0.2,5,0.2,0.2,1814,6,4,9,"peak.hosp"
0.3,3500,1,5,0.2,5,0.2,0.2,1814,0,0,0,"days.above.thresh"
0.3,3500,1,5,0.2,5,0.2,0.2,1814,21,15,30,"tot.hosp"
0.3,3500,1,5,0.2,5,0.2,0.2,1814,11,7,17,"death"
0.3,3500,1,5,0.2,5,0.2,0.2,1814,179,146,213,"sympiso"
0.3,3500,1,5,0.2,5,0.2,0.2,1814,142,110,179,"asympiso"
0.35,3500,1,5,0.2,5,0.2,0.2,1815,500,374,658.05,"tot.cases"
0.35,3500,1,5,0.2,5,0.2,0.2,1815,5,3,8,"peak.hosp"
0.35,3500,1,5,0.2,5,0.2,0.2,1815,0,0,0,"days.above.thresh"
0.35,3500,1,5,0.2,5,0.2,0.2,1815,19,13,27,"tot.hosp"
0.35,3500,1,5,0.2,5,0.2,0.2,1815,11,6,16,"death"
0.35,3500,1,5,0.2,5,0.2,0.2,1815,159,131,190,"sympiso"
0.35,3500,1,5,0.2,5,0.2,0.2,1815,124,96,157.05,"asympiso"
0.4,3500,1,5,0.2,5,0.2,0.2,1816,414,306.95,542,"tot.cases"
0.4,3500,1,5,0.2,5,0.2,0.2,1816,5,3,8,"peak.hosp"
0.4,3500,1,5,0.2,5,0.2,0.2,1816,0,0,0,"days.above.thresh"
0.4,3500,1,5,0.2,5,0.2,0.2,1816,17,11,25,"tot.hosp"
0.4,3500,1,5,0.2,5,0.2,0.2,1816,10,5,15,"death"
0.4,3500,1,5,0.2,5,0.2,0.2,1816,142,116,169,"sympiso"
0.4,3500,1,5,0.2,5,0.2,0.2,1816,108,84,137,"asympiso"
0.45,3500,1,5,0.2,5,0.2,0.2,1817,344,257,447,"tot.cases"
0.45,3500,1,5,0.2,5,0.2,0.2,1817,5,3,7,"peak.hosp"
0.45,3500,1,5,0.2,5,0.2,0.2,1817,0,0,0,"days.above.thresh"
0.45,3500,1,5,0.2,5,0.2,0.2,1817,16,11,22,"tot.hosp"
0.45,3500,1,5,0.2,5,0.2,0.2,1817,9,5,14,"death"
0.45,3500,1,5,0.2,5,0.2,0.2,1817,128,106,152,"sympiso"
0.45,3500,1,5,0.2,5,0.2,0.2,1817,95,74,120,"asympiso"
0.5,3500,1,5,0.2,5,0.2,0.2,1818,282,207,369,"tot.cases"
0.5,3500,1,5,0.2,5,0.2,0.2,1818,4,3,7,"peak.hosp"
0.5,3500,1,5,0.2,5,0.2,0.2,1818,0,0,0,"days.above.thresh"
0.5,3500,1,5,0.2,5,0.2,0.2,1818,14,9,20,"tot.hosp"
0.5,3500,1,5,0.2,5,0.2,0.2,1818,8,4,13,"death"
0.5,3500,1,5,0.2,5,0.2,0.2,1818,115,96,137,"sympiso"
0.5,3500,1,5,0.2,5,0.2,0.2,1818,84,65,106,"asympiso"
0.55,3500,1,5,0.2,5,0.2,0.2,1819,232,173,302,"tot.cases"
0.55,3500,1,5,0.2,5,0.2,0.2,1819,4,2,6,"peak.hosp"
0.55,3500,1,5,0.2,5,0.2,0.2,1819,0,0,0,"days.above.thresh"
0.55,3500,1,5,0.2,5,0.2,0.2,1819,13,8,19,"tot.hosp"
0.55,3500,1,5,0.2,5,0.2,0.2,1819,8,4,12,"death"
0.55,3500,1,5,0.2,5,0.2,0.2,1819,104,86,123,"sympiso"
0.55,3500,1,5,0.2,5,0.2,0.2,1819,74,57,93,"asympiso"
0.6,3500,1,5,0.2,5,0.2,0.2,1820,191,141,248,"tot.cases"
0.6,3500,1,5,0.2,5,0.2,0.2,1820,4,2,6,"peak.hosp"
0.6,3500,1,5,0.2,5,0.2,0.2,1820,0,0,0,"days.above.thresh"
0.6,3500,1,5,0.2,5,0.2,0.2,1820,12,8,17,"tot.hosp"
0.6,3500,1,5,0.2,5,0.2,0.2,1820,7,4,11,"death"
0.6,3500,1,5,0.2,5,0.2,0.2,1820,95,80,112,"sympiso"
0.6,3500,1,5,0.2,5,0.2,0.2,1820,66,50,82,"asympiso"
0,4000,1,5,0.2,5,0.2,0.2,1821,1676,1309,2064,"tot.cases"
0,4000,1,5,0.2,5,0.2,0.2,1821,12,7,18,"peak.hosp"
0,4000,1,5,0.2,5,0.2,0.2,1821,0,0,0,"days.above.thresh"
0,4000,1,5,0.2,5,0.2,0.2,1821,41,29,54,"tot.hosp"
0,4000,1,5,0.2,5,0.2,0.2,1821,20,13,28,"death"
0,4000,1,5,0.2,5,0.2,0.2,1821,327,263,392,"sympiso"
0,4000,1,5,0.2,5,0.2,0.2,1821,340,269,418,"asympiso"
0.05,4000,1,5,0.2,5,0.2,0.2,1822,1428.5,1105,1784,"tot.cases"
0.05,4000,1,5,0.2,5,0.2,0.2,1822,10,6,16,"peak.hosp"
0.05,4000,1,5,0.2,5,0.2,0.2,1822,0,0,0,"days.above.thresh"
0.05,4000,1,5,0.2,5,0.2,0.2,1822,37,26,49,"tot.hosp"
0.05,4000,1,5,0.2,5,0.2,0.2,1822,18,11,26,"death"
0.05,4000,1,5,0.2,5,0.2,0.2,1822,290,233,352,"sympiso"
0.05,4000,1,5,0.2,5,0.2,0.2,1822,299,236,370,"asympiso"
0.1,4000,1,5,0.2,5,0.2,0.2,1823,1223,932.95,1543,"tot.cases"
0.1,4000,1,5,0.2,5,0.2,0.2,1823,9,6,14,"peak.hosp"
0.1,4000,1,5,0.2,5,0.2,0.2,1823,0,0,0,"days.above.thresh"
0.1,4000,1,5,0.2,5,0.2,0.2,1823,33,23,45,"tot.hosp"
0.1,4000,1,5,0.2,5,0.2,0.2,1823,17,10,24,"death"
0.1,4000,1,5,0.2,5,0.2,0.2,1823,257,208,311,"sympiso"
0.1,4000,1,5,0.2,5,0.2,0.2,1823,263,205,328,"asympiso"
0.15,4000,1,5,0.2,5,0.2,0.2,1824,1032,774.95,1311,"tot.cases"
0.15,4000,1,5,0.2,5,0.2,0.2,1824,8,5,12,"peak.hosp"
0.15,4000,1,5,0.2,5,0.2,0.2,1824,0,0,0,"days.above.thresh"
0.15,4000,1,5,0.2,5,0.2,0.2,1824,30,21,40,"tot.hosp"
0.15,4000,1,5,0.2,5,0.2,0.2,1824,15,9,22,"death"
0.15,4000,1,5,0.2,5,0.2,0.2,1824,228,183,276,"sympiso"
0.15,4000,1,5,0.2,5,0.2,0.2,1824,231,179,289,"asympiso"
0.2,4000,1,5,0.2,5,0.2,0.2,1825,868,655,1115.1,"tot.cases"
0.2,4000,1,5,0.2,5,0.2,0.2,1825,7,4,11,"peak.hosp"
0.2,4000,1,5,0.2,5,0.2,0.2,1825,0,0,0,"days.above.thresh"
0.2,4000,1,5,0.2,5,0.2,0.2,1825,27,18,37,"tot.hosp"
0.2,4000,1,5,0.2,5,0.2,0.2,1825,14,8,21,"death"
0.2,4000,1,5,0.2,5,0.2,0.2,1825,201,163,242,"sympiso"
0.2,4000,1,5,0.2,5,0.2,0.2,1825,202,156,253,"asympiso"
0.25,4000,1,5,0.2,5,0.2,0.2,1826,727,542,938,"tot.cases"
0.25,4000,1,5,0.2,5,0.2,0.2,1826,6,4,10,"peak.hosp"
0.25,4000,1,5,0.2,5,0.2,0.2,1826,0,0,0,"days.above.thresh"
0.25,4000,1,5,0.2,5,0.2,0.2,1826,24,16,33,"tot.hosp"
0.25,4000,1,5,0.2,5,0.2,0.2,1826,13,7,19,"death"
0.25,4000,1,5,0.2,5,0.2,0.2,1826,178,145,212,"sympiso"
0.25,4000,1,5,0.2,5,0.2,0.2,1826,176,137,220,"asympiso"
0.3,4000,1,5,0.2,5,0.2,0.2,1827,609,453,786,"tot.cases"
0.3,4000,1,5,0.2,5,0.2,0.2,1827,6,4,9,"peak.hosp"
0.3,4000,1,5,0.2,5,0.2,0.2,1827,0,0,0,"days.above.thresh"
0.3,4000,1,5,0.2,5,0.2,0.2,1827,22,15,30,"tot.hosp"
0.3,4000,1,5,0.2,5,0.2,0.2,1827,12,7,18,"death"
0.3,4000,1,5,0.2,5,0.2,0.2,1827,159,129,190,"sympiso"
0.3,4000,1,5,0.2,5,0.2,0.2,1827,154,120,194,"asympiso"
0.35,4000,1,5,0.2,5,0.2,0.2,1828,502,375,655,"tot.cases"
0.35,4000,1,5,0.2,5,0.2,0.2,1828,5,3,8,"peak.hosp"
0.35,4000,1,5,0.2,5,0.2,0.2,1828,0,0,0,"days.above.thresh"
0.35,4000,1,5,0.2,5,0.2,0.2,1828,19,13,27,"tot.hosp"
0.35,4000,1,5,0.2,5,0.2,0.2,1828,11,6,16,"death"
0.35,4000,1,5,0.2,5,0.2,0.2,1828,141,116,169,"sympiso"
0.35,4000,1,5,0.2,5,0.2,0.2,1828,134,105,168,"asympiso"
0.4,4000,1,5,0.2,5,0.2,0.2,1829,418,306,546,"tot.cases"
0.4,4000,1,5,0.2,5,0.2,0.2,1829,5,3,8,"peak.hosp"
0.4,4000,1,5,0.2,5,0.2,0.2,1829,0,0,0,"days.above.thresh"
0.4,4000,1,5,0.2,5,0.2,0.2,1829,17,11,25,"tot.hosp"
0.4,4000,1,5,0.2,5,0.2,0.2,1829,10,5,15,"death"
0.4,4000,1,5,0.2,5,0.2,0.2,1829,127,105,152,"sympiso"
0.4,4000,1,5,0.2,5,0.2,0.2,1829,118,92,149,"asympiso"
0.45,4000,1,5,0.2,5,0.2,0.2,1830,344,253.95,446,"tot.cases"
0.45,4000,1,5,0.2,5,0.2,0.2,1830,5,3,7,"peak.hosp"
0.45,4000,1,5,0.2,5,0.2,0.2,1830,0,0,0,"days.above.thresh"
0.45,4000,1,5,0.2,5,0.2,0.2,1830,16,10,23,"tot.hosp"
0.45,4000,1,5,0.2,5,0.2,0.2,1830,9,5,14,"death"
0.45,4000,1,5,0.2,5,0.2,0.2,1830,114,94,136,"sympiso"
0.45,4000,1,5,0.2,5,0.2,0.2,1830,103,80,129,"asympiso"
0.5,4000,1,5,0.2,5,0.2,0.2,1831,282,209,367,"tot.cases"
0.5,4000,1,5,0.2,5,0.2,0.2,1831,4,3,7,"peak.hosp"
0.5,4000,1,5,0.2,5,0.2,0.2,1831,0,0,0,"days.above.thresh"
0.5,4000,1,5,0.2,5,0.2,0.2,1831,14,9,21,"tot.hosp"
0.5,4000,1,5,0.2,5,0.2,0.2,1831,8,4,13,"death"
0.5,4000,1,5,0.2,5,0.2,0.2,1831,103,86,122.05,"sympiso"
0.5,4000,1,5,0.2,5,0.2,0.2,1831,90,70,113,"asympiso"
0.55,4000,1,5,0.2,5,0.2,0.2,1832,232,174,304,"tot.cases"
0.55,4000,1,5,0.2,5,0.2,0.2,1832,4,3,6,"peak.hosp"
0.55,4000,1,5,0.2,5,0.2,0.2,1832,0,0,0,"days.above.thresh"
0.55,4000,1,5,0.2,5,0.2,0.2,1832,13,8,19,"tot.hosp"
0.55,4000,1,5,0.2,5,0.2,0.2,1832,8,4,12,"death"
0.55,4000,1,5,0.2,5,0.2,0.2,1832,94,78,111,"sympiso"
0.55,4000,1,5,0.2,5,0.2,0.2,1832,80,62,100,"asympiso"
0.6,4000,1,5,0.2,5,0.2,0.2,1833,191,141,249,"tot.cases"
0.6,4000,1,5,0.2,5,0.2,0.2,1833,4,2,6,"peak.hosp"
0.6,4000,1,5,0.2,5,0.2,0.2,1833,0,0,0,"days.above.thresh"
0.6,4000,1,5,0.2,5,0.2,0.2,1833,12,8,17,"tot.hosp"
0.6,4000,1,5,0.2,5,0.2,0.2,1833,7,4,11,"death"
0.6,4000,1,5,0.2,5,0.2,0.2,1833,86,72,102,"sympiso"
0.6,4000,1,5,0.2,5,0.2,0.2,1833,70,55,88,"asympiso"
0,4500,1,5,0.2,5,0.2,0.2,1834,1683,1301,2075,"tot.cases"
0,4500,1,5,0.2,5,0.2,0.2,1834,12,7,18,"peak.hosp"
0,4500,1,5,0.2,5,0.2,0.2,1834,0,0,0,"days.above.thresh"
0,4500,1,5,0.2,5,0.2,0.2,1834,41,29,54,"tot.hosp"
0,4500,1,5,0.2,5,0.2,0.2,1834,20,13,28,"death"
0,4500,1,5,0.2,5,0.2,0.2,1834,282,226,341,"sympiso"
0,4500,1,5,0.2,5,0.2,0.2,1834,366,288,449,"asympiso"
0.05,4500,1,5,0.2,5,0.2,0.2,1835,1451,1119.95,1797,"tot.cases"
0.05,4500,1,5,0.2,5,0.2,0.2,1835,11,6,16,"peak.hosp"
0.05,4500,1,5,0.2,5,0.2,0.2,1835,0,0,0,"days.above.thresh"
0.05,4500,1,5,0.2,5,0.2,0.2,1835,37,27,50,"tot.hosp"
0.05,4500,1,5,0.2,5,0.2,0.2,1835,18,12,26,"death"
0.05,4500,1,5,0.2,5,0.2,0.2,1835,253,204,307,"sympiso"
0.05,4500,1,5,0.2,5,0.2,0.2,1835,323,254,400,"asympiso"
0.1,4500,1,5,0.2,5,0.2,0.2,1836,1225,937,1566.05,"tot.cases"
0.1,4500,1,5,0.2,5,0.2,0.2,1836,9,6,14,"peak.hosp"
0.1,4500,1,5,0.2,5,0.2,0.2,1836,0,0,0,"days.above.thresh"
0.1,4500,1,5,0.2,5,0.2,0.2,1836,33,23,45,"tot.hosp"
0.1,4500,1,5,0.2,5,0.2,0.2,1836,17,10,24,"death"
0.1,4500,1,5,0.2,5,0.2,0.2,1836,224,181,271,"sympiso"
0.1,4500,1,5,0.2,5,0.2,0.2,1836,281,221,353,"asympiso"
0.15,4500,1,5,0.2,5,0.2,0.2,1837,1038,784.95,1327,"tot.cases"
0.15,4500,1,5,0.2,5,0.2,0.2,1837,8,5,13,"peak.hosp"
0.15,4500,1,5,0.2,5,0.2,0.2,1837,0,0,0,"days.above.thresh"
0.15,4500,1,5,0.2,5,0.2,0.2,1837,30,20,41,"tot.hosp"
0.15,4500,1,5,0.2,5,0.2,0.2,1837,15,9,22,"death"
0.15,4500,1,5,0.2,5,0.2,0.2,1837,198,160,238,"sympiso"
0.15,4500,1,5,0.2,5,0.2,0.2,1837,247,192,309,"asympiso"
0.2,4500,1,5,0.2,5,0.2,0.2,1838,875,662.95,1122,"tot.cases"
0.2,4500,1,5,0.2,5,0.2,0.2,1838,7,4,11,"peak.hosp"
0.2,4500,1,5,0.2,5,0.2,0.2,1838,0,0,0,"days.above.thresh"
0.2,4500,1,5,0.2,5,0.2,0.2,1838,27,18,37,"tot.hosp"
0.2,4500,1,5,0.2,5,0.2,0.2,1838,14,8,21,"death"
0.2,4500,1,5,0.2,5,0.2,0.2,1838,177,144,211,"sympiso"
0.2,4500,1,5,0.2,5,0.2,0.2,1838,216,168,270,"asympiso"
0.25,4500,1,5,0.2,5,0.2,0.2,1839,727,550.95,936,"tot.cases"
0.25,4500,1,5,0.2,5,0.2,0.2,1839,6,4,10,"peak.hosp"
0.25,4500,1,5,0.2,5,0.2,0.2,1839,0,0,0,"days.above.thresh"
0.25,4500,1,5,0.2,5,0.2,0.2,1839,24,16,34,"tot.hosp"
0.25,4500,1,5,0.2,5,0.2,0.2,1839,13,7,19,"death"
0.25,4500,1,5,0.2,5,0.2,0.2,1839,156,128,188,"sympiso"
0.25,4500,1,5,0.2,5,0.2,0.2,1839,188,148,235,"asympiso"
0.3,4500,1,5,0.2,5,0.2,0.2,1840,606,447,787.05,"tot.cases"
0.3,4500,1,5,0.2,5,0.2,0.2,1840,6,4,9,"peak.hosp"
0.3,4500,1,5,0.2,5,0.2,0.2,1840,0,0,0,"days.above.thresh"
0.3,4500,1,5,0.2,5,0.2,0.2,1840,21,14,30,"tot.hosp"
0.3,4500,1,5,0.2,5,0.2,0.2,1840,12,7,18,"death"
0.3,4500,1,5,0.2,5,0.2,0.2,1840,140,114,168,"sympiso"
0.3,4500,1,5,0.2,5,0.2,0.2,1840,164,127,206,"asympiso"
0.35,4500,1,5,0.2,5,0.2,0.2,1841,506,378,656,"tot.cases"
0.35,4500,1,5,0.2,5,0.2,0.2,1841,5,3,8,"peak.hosp"
0.35,4500,1,5,0.2,5,0.2,0.2,1841,0,0,0,"days.above.thresh"
0.35,4500,1,5,0.2,5,0.2,0.2,1841,19,13,27,"tot.hosp"
0.35,4500,1,5,0.2,5,0.2,0.2,1841,11,6,16,"death"
0.35,4500,1,5,0.2,5,0.2,0.2,1841,126,102.95,151,"sympiso"
0.35,4500,1,5,0.2,5,0.2,0.2,1841,144,113,181,"asympiso"
0.4,4500,1,5,0.2,5,0.2,0.2,1842,419.5,311,545,"tot.cases"
0.4,4500,1,5,0.2,5,0.2,0.2,1842,5,3,8,"peak.hosp"
0.4,4500,1,5,0.2,5,0.2,0.2,1842,0,0,0,"days.above.thresh"
0.4,4500,1,5,0.2,5,0.2,0.2,1842,18,12,25,"tot.hosp"
0.4,4500,1,5,0.2,5,0.2,0.2,1842,10,5,15,"death"
0.4,4500,1,5,0.2,5,0.2,0.2,1842,113,92,137,"sympiso"
0.4,4500,1,5,0.2,5,0.2,0.2,1842,126,98,157,"asympiso"
0.45,4500,1,5,0.2,5,0.2,0.2,1843,343,256,452,"tot.cases"
0.45,4500,1,5,0.2,5,0.2,0.2,1843,5,3,7,"peak.hosp"
0.45,4500,1,5,0.2,5,0.2,0.2,1843,0,0,0,"days.above.thresh"
0.45,4500,1,5,0.2,5,0.2,0.2,1843,16,10,23,"tot.hosp"
0.45,4500,1,5,0.2,5,0.2,0.2,1843,9,5,14,"death"
0.45,4500,1,5,0.2,5,0.2,0.2,1843,102,84,122,"sympiso"
0.45,4500,1,5,0.2,5,0.2,0.2,1843,109,86,136,"asympiso"
0.5,4500,1,5,0.2,5,0.2,0.2,1844,282,208,368.05,"tot.cases"
0.5,4500,1,5,0.2,5,0.2,0.2,1844,4,3,7,"peak.hosp"
0.5,4500,1,5,0.2,5,0.2,0.2,1844,0,0,0,"days.above.thresh"
0.5,4500,1,5,0.2,5,0.2,0.2,1844,14,9,21,"tot.hosp"
0.5,4500,1,5,0.2,5,0.2,0.2,1844,8,4,13,"death"
0.5,4500,1,5,0.2,5,0.2,0.2,1844,93,76,111,"sympiso"
0.5,4500,1,5,0.2,5,0.2,0.2,1844,96,75,120,"asympiso"
0.55,4500,1,5,0.2,5,0.2,0.2,1845,233,172,303,"tot.cases"
0.55,4500,1,5,0.2,5,0.2,0.2,1845,4,3,7,"peak.hosp"
0.55,4500,1,5,0.2,5,0.2,0.2,1845,0,0,0,"days.above.thresh"
0.55,4500,1,5,0.2,5,0.2,0.2,1845,13,8,19,"tot.hosp"
0.55,4500,1,5,0.2,5,0.2,0.2,1845,8,4,12,"death"
0.55,4500,1,5,0.2,5,0.2,0.2,1845,85,71,102,"sympiso"
0.55,4500,1,5,0.2,5,0.2,0.2,1845,85,66,105,"asympiso"
0.6,4500,1,5,0.2,5,0.2,0.2,1846,191,142,249,"tot.cases"
0.6,4500,1,5,0.2,5,0.2,0.2,1846,4,2,6,"peak.hosp"
0.6,4500,1,5,0.2,5,0.2,0.2,1846,0,0,0,"days.above.thresh"
0.6,4500,1,5,0.2,5,0.2,0.2,1846,12,7,17,"tot.hosp"
0.6,4500,1,5,0.2,5,0.2,0.2,1846,7,4,11,"death"
0.6,4500,1,5,0.2,5,0.2,0.2,1846,79,65,94,"sympiso"
0.6,4500,1,5,0.2,5,0.2,0.2,1846,75,59,93,"asympiso"
0,5000,1,5,0.2,5,0.2,0.2,1847,1694,1323,2106,"tot.cases"
0,5000,1,5,0.2,5,0.2,0.2,1847,12,7,18,"peak.hosp"
0,5000,1,5,0.2,5,0.2,0.2,1847,0,0,0,"days.above.thresh"
0,5000,1,5,0.2,5,0.2,0.2,1847,41,29,55,"tot.hosp"
0,5000,1,5,0.2,5,0.2,0.2,1847,20,13,29,"death"
0,5000,1,5,0.2,5,0.2,0.2,1847,244,198,295,"sympiso"
0,5000,1,5,0.2,5,0.2,0.2,1847,390,307,481,"asympiso"
0.05,5000,1,5,0.2,5,0.2,0.2,1848,1451,1115,1800.05,"tot.cases"
0.05,5000,1,5,0.2,5,0.2,0.2,1848,10,6,16,"peak.hosp"
0.05,5000,1,5,0.2,5,0.2,0.2,1848,0,0,0,"days.above.thresh"
0.05,5000,1,5,0.2,5,0.2,0.2,1848,37,26,49,"tot.hosp"
0.05,5000,1,5,0.2,5,0.2,0.2,1848,18,12,26,"death"
0.05,5000,1,5,0.2,5,0.2,0.2,1848,217,176,261,"sympiso"
0.05,5000,1,5,0.2,5,0.2,0.2,1848,342,270,421,"asympiso"
