"d","tot.tests","sens","Ds","rho","Da","Ts","Ta","sim","median","lower","upper","objective"
0.25,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,669,3,2,5,"peak.hosp"
0.25,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,669,0,0,0,"days.above.thresh"
0.25,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,669,9,6,13,"tot.hosp"
0.25,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,669,5,2,9,"death"
0.25,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,669,59,49,71,"sympiso"
0.25,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,669,119,98,145,"asympiso"
0.3,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,670,121,87,165,"tot.cases"
0.3,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,670,3,2,5,"peak.hosp"
0.3,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,670,0,0,0,"days.above.thresh"
0.3,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,670,8,5,13,"tot.hosp"
0.3,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,670,5,2,9,"death"
0.3,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,670,58,48,69,"sympiso"
0.3,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,670,114,93,137,"asympiso"
0.35,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,671,111,80,150,"tot.cases"
0.35,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,671,3,2,5,"peak.hosp"
0.35,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,671,0,0,0,"days.above.thresh"
0.35,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,671,8,5,12,"tot.hosp"
0.35,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,671,5,2,8,"death"
0.35,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,671,57,47,68,"sympiso"
0.35,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,671,108,89,130,"asympiso"
0.4,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,672,102,74,137,"tot.cases"
0.4,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,672,3,2,5,"peak.hosp"
0.4,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,672,0,0,0,"days.above.thresh"
0.4,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,672,8,5,12,"tot.hosp"
0.4,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,672,5,2,8,"death"
0.4,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,672,55,46,66,"sympiso"
0.4,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,672,103,86,123,"asympiso"
0.45,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,673,93,69,125,"tot.cases"
0.45,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,673,3,2,5,"peak.hosp"
0.45,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,673,0,0,0,"days.above.thresh"
0.45,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,673,8,5,11,"tot.hosp"
0.45,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,673,5,2,8,"death"
0.45,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,673,55,45,65,"sympiso"
0.45,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,673,98,82,117,"asympiso"
0.5,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,674,86,64,112,"tot.cases"
0.5,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,674,3,2,5,"peak.hosp"
0.5,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,674,0,0,0,"days.above.thresh"
0.5,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,674,8,5,11,"tot.hosp"
0.5,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,674,5,2,8,"death"
0.5,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,674,54,44,64,"sympiso"
0.5,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,674,94,78,111,"asympiso"
0.55,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,675,79,59,102,"tot.cases"
0.55,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,675,3,2,5,"peak.hosp"
0.55,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,675,0,0,0,"days.above.thresh"
0.55,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,675,7,5,11,"tot.hosp"
0.55,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,675,5,2,8,"death"
0.55,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,675,53,43,62,"sympiso"
0.55,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,675,90,75,105,"asympiso"
0.6,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,676,72,54,94,"tot.cases"
0.6,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,676,3,2,5,"peak.hosp"
0.6,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,676,0,0,0,"days.above.thresh"
0.6,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,676,7,5,10,"tot.hosp"
0.6,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,676,4,2,7,"death"
0.6,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,676,52,43,61,"sympiso"
0.6,5000,1,1.5,0.5,1.5,0.666666666666667,0.666666666666667,676,86,72,101,"asympiso"
0,0,1,2,0.5,2,0.5,0.5,677,3357,2910.95,3796.05,"tot.cases"
0,0,1,2,0.5,2,0.5,0.5,677,17,11,24,"peak.hosp"
0,0,1,2,0.5,2,0.5,0.5,677,0,0,0,"days.above.thresh"
0,0,1,2,0.5,2,0.5,0.5,677,54,41,68,"tot.hosp"
0,0,1,2,0.5,2,0.5,0.5,677,25,17,34,"death"
0,0,1,2,0.5,2,0.5,0.5,677,0,0,0,"sympiso"
0,0,1,2,0.5,2,0.5,0.5,677,0,0,0,"asympiso"
0.05,0,1,2,0.5,2,0.5,0.5,678,2956,2534,3336.05,"tot.cases"
0.05,0,1,2,0.5,2,0.5,0.5,678,15,10,22,"peak.hosp"
0.05,0,1,2,0.5,2,0.5,0.5,678,0,0,0,"days.above.thresh"
0.05,0,1,2,0.5,2,0.5,0.5,678,48,36,62,"tot.hosp"
0.05,0,1,2,0.5,2,0.5,0.5,678,23,15,31,"death"
0.05,0,1,2,0.5,2,0.5,0.5,678,0,0,0,"sympiso"
0.05,0,1,2,0.5,2,0.5,0.5,678,0,0,0,"asympiso"
0.1,0,1,2,0.5,2,0.5,0.5,679,2564,2188,2944,"tot.cases"
0.1,0,1,2,0.5,2,0.5,0.5,679,13,9,19,"peak.hosp"
0.1,0,1,2,0.5,2,0.5,0.5,679,0,0,0,"days.above.thresh"
0.1,0,1,2,0.5,2,0.5,0.5,679,44,32,56,"tot.hosp"
0.1,0,1,2,0.5,2,0.5,0.5,679,21,14,29,"death"
0.1,0,1,2,0.5,2,0.5,0.5,679,0,0,0,"sympiso"
0.1,0,1,2,0.5,2,0.5,0.5,679,0,0,0,"asympiso"
0.15,0,1,2,0.5,2,0.5,0.5,680,2205,1859.95,2557.05,"tot.cases"
0.15,0,1,2,0.5,2,0.5,0.5,680,11,7,17,"peak.hosp"
0.15,0,1,2,0.5,2,0.5,0.5,680,0,0,0,"days.above.thresh"
0.15,0,1,2,0.5,2,0.5,0.5,680,39,28,51,"tot.hosp"
0.15,0,1,2,0.5,2,0.5,0.5,680,19,12,26,"death"
0.15,0,1,2,0.5,2,0.5,0.5,680,0,0,0,"sympiso"
0.15,0,1,2,0.5,2,0.5,0.5,680,0,0,0,"asympiso"
0.2,0,1,2,0.5,2,0.5,0.5,681,1880,1575,2204,"tot.cases"
0.2,0,1,2,0.5,2,0.5,0.5,681,10,6,15,"peak.hosp"
0.2,0,1,2,0.5,2,0.5,0.5,681,0,0,0,"days.above.thresh"
0.2,0,1,2,0.5,2,0.5,0.5,681,35,25,46,"tot.hosp"
0.2,0,1,2,0.5,2,0.5,0.5,681,17,11,24,"death"
0.2,0,1,2,0.5,2,0.5,0.5,681,0,0,0,"sympiso"
0.2,0,1,2,0.5,2,0.5,0.5,681,0,0,0,"asympiso"
0.25,0,1,2,0.5,2,0.5,0.5,682,1583,1315,1872,"tot.cases"
0.25,0,1,2,0.5,2,0.5,0.5,682,9,5,13,"peak.hosp"
0.25,0,1,2,0.5,2,0.5,0.5,682,0,0,0,"days.above.thresh"
0.25,0,1,2,0.5,2,0.5,0.5,682,31,22,41,"tot.hosp"
0.25,0,1,2,0.5,2,0.5,0.5,682,15,9,22,"death"
0.25,0,1,2,0.5,2,0.5,0.5,682,0,0,0,"sympiso"
0.25,0,1,2,0.5,2,0.5,0.5,682,0,0,0,"asympiso"
0.3,0,1,2,0.5,2,0.5,0.5,683,1321,1083.95,1568.05,"tot.cases"
0.3,0,1,2,0.5,2,0.5,0.5,683,8,5,12,"peak.hosp"
0.3,0,1,2,0.5,2,0.5,0.5,683,0,0,0,"days.above.thresh"
0.3,0,1,2,0.5,2,0.5,0.5,683,27,19,37,"tot.hosp"
0.3,0,1,2,0.5,2,0.5,0.5,683,14,8,20,"death"
0.3,0,1,2,0.5,2,0.5,0.5,683,0,0,0,"sympiso"
0.3,0,1,2,0.5,2,0.5,0.5,683,0,0,0,"asympiso"
0.35,0,1,2,0.5,2,0.5,0.5,684,1092,899,1301,"tot.cases"
0.35,0,1,2,0.5,2,0.5,0.5,684,7,4,10,"peak.hosp"
0.35,0,1,2,0.5,2,0.5,0.5,684,0,0,0,"days.above.thresh"
0.35,0,1,2,0.5,2,0.5,0.5,684,24,17,33,"tot.hosp"
0.35,0,1,2,0.5,2,0.5,0.5,684,13,7,19,"death"
0.35,0,1,2,0.5,2,0.5,0.5,684,0,0,0,"sympiso"
0.35,0,1,2,0.5,2,0.5,0.5,684,0,0,0,"asympiso"
0.4,0,1,2,0.5,2,0.5,0.5,685,898,727,1082,"tot.cases"
0.4,0,1,2,0.5,2,0.5,0.5,685,6,4,9,"peak.hosp"
0.4,0,1,2,0.5,2,0.5,0.5,685,0,0,0,"days.above.thresh"
0.4,0,1,2,0.5,2,0.5,0.5,685,21,15,30,"tot.hosp"
0.4,0,1,2,0.5,2,0.5,0.5,685,11,6,17,"death"
0.4,0,1,2,0.5,2,0.5,0.5,685,0,0,0,"sympiso"
0.4,0,1,2,0.5,2,0.5,0.5,685,0,0,0,"asympiso"
0.45,0,1,2,0.5,2,0.5,0.5,686,728,591,886,"tot.cases"
0.45,0,1,2,0.5,2,0.5,0.5,686,5,3,8,"peak.hosp"
0.45,0,1,2,0.5,2,0.5,0.5,686,0,0,0,"days.above.thresh"
0.45,0,1,2,0.5,2,0.5,0.5,686,19,13,27,"tot.hosp"
0.45,0,1,2,0.5,2,0.5,0.5,686,10,6,16,"death"
0.45,0,1,2,0.5,2,0.5,0.5,686,0,0,0,"sympiso"
0.45,0,1,2,0.5,2,0.5,0.5,686,0,0,0,"asympiso"
0.5,0,1,2,0.5,2,0.5,0.5,687,586,467,717,"tot.cases"
0.5,0,1,2,0.5,2,0.5,0.5,687,5,3,7,"peak.hosp"
0.5,0,1,2,0.5,2,0.5,0.5,687,0,0,0,"days.above.thresh"
0.5,0,1,2,0.5,2,0.5,0.5,687,17,11,24,"tot.hosp"
0.5,0,1,2,0.5,2,0.5,0.5,687,9,5,14,"death"
0.5,0,1,2,0.5,2,0.5,0.5,687,0,0,0,"sympiso"
0.5,0,1,2,0.5,2,0.5,0.5,687,0,0,0,"asympiso"
0.55,0,1,2,0.5,2,0.5,0.5,688,465,369,572,"tot.cases"
0.55,0,1,2,0.5,2,0.5,0.5,688,4,3,7,"peak.hosp"
0.55,0,1,2,0.5,2,0.5,0.5,688,0,0,0,"days.above.thresh"
0.55,0,1,2,0.5,2,0.5,0.5,688,15,10,21,"tot.hosp"
0.55,0,1,2,0.5,2,0.5,0.5,688,8,4,13,"death"
0.55,0,1,2,0.5,2,0.5,0.5,688,0,0,0,"sympiso"
0.55,0,1,2,0.5,2,0.5,0.5,688,0,0,0,"asympiso"
0.6,0,1,2,0.5,2,0.5,0.5,689,368,292,458,"tot.cases"
0.6,0,1,2,0.5,2,0.5,0.5,689,4,3,6,"peak.hosp"
0.6,0,1,2,0.5,2,0.5,0.5,689,0,0,0,"days.above.thresh"
0.6,0,1,2,0.5,2,0.5,0.5,689,13,9,19,"tot.hosp"
0.6,0,1,2,0.5,2,0.5,0.5,689,7,4,12,"death"
0.6,0,1,2,0.5,2,0.5,0.5,689,0,0,0,"sympiso"
0.6,0,1,2,0.5,2,0.5,0.5,689,0,0,0,"asympiso"
0,100,1,2,0.5,2,0.5,0.5,690,548,416,701.05,"tot.cases"
0,100,1,2,0.5,2,0.5,0.5,690,5,3,7,"peak.hosp"
0,100,1,2,0.5,2,0.5,0.5,690,0,0,0,"days.above.thresh"
0,100,1,2,0.5,2,0.5,0.5,690,16,11,23,"tot.hosp"
0,100,1,2,0.5,2,0.5,0.5,690,9,5,14,"death"
0,100,1,2,0.5,2,0.5,0.5,690,309,252,373,"sympiso"
0,100,1,2,0.5,2,0.5,0.5,690,10,5,17,"asympiso"
0.05,100,1,2,0.5,2,0.5,0.5,691,487,367,623,"tot.cases"
0.05,100,1,2,0.5,2,0.5,0.5,691,4,3,7,"peak.hosp"
0.05,100,1,2,0.5,2,0.5,0.5,691,0,0,0,"days.above.thresh"
0.05,100,1,2,0.5,2,0.5,0.5,691,15,10,22,"tot.hosp"
0.05,100,1,2,0.5,2,0.5,0.5,691,8,4,13,"death"
0.05,100,1,2,0.5,2,0.5,0.5,691,286,233,342,"sympiso"
0.05,100,1,2,0.5,2,0.5,0.5,691,10,5,15,"asympiso"
0.1,100,1,2,0.5,2,0.5,0.5,692,436,326,579,"tot.cases"
0.1,100,1,2,0.5,2,0.5,0.5,692,4,3,6,"peak.hosp"
0.1,100,1,2,0.5,2,0.5,0.5,692,0,0,0,"days.above.thresh"
0.1,100,1,2,0.5,2,0.5,0.5,692,14,9,20,"tot.hosp"
0.1,100,1,2,0.5,2,0.5,0.5,692,8,4,13,"death"
0.1,100,1,2,0.5,2,0.5,0.5,692,262,217,314,"sympiso"
0.1,100,1,2,0.5,2,0.5,0.5,692,9,4,15,"asympiso"
0.15,100,1,2,0.5,2,0.5,0.5,693,386,287,512,"tot.cases"
0.15,100,1,2,0.5,2,0.5,0.5,693,4,2,6,"peak.hosp"
0.15,100,1,2,0.5,2,0.5,0.5,693,0,0,0,"days.above.thresh"
0.15,100,1,2,0.5,2,0.5,0.5,693,14,9,20,"tot.hosp"
0.15,100,1,2,0.5,2,0.5,0.5,693,8,4,12,"death"
0.15,100,1,2,0.5,2,0.5,0.5,693,241,200,286,"sympiso"
0.15,100,1,2,0.5,2,0.5,0.5,693,8,4,14,"asympiso"
0.2,100,1,2,0.5,2,0.5,0.5,694,344,254,456,"tot.cases"
0.2,100,1,2,0.5,2,0.5,0.5,694,4,2,6,"peak.hosp"
0.2,100,1,2,0.5,2,0.5,0.5,694,0,0,0,"days.above.thresh"
0.2,100,1,2,0.5,2,0.5,0.5,694,13,8,18,"tot.hosp"
0.2,100,1,2,0.5,2,0.5,0.5,694,7,4,12,"death"
0.2,100,1,2,0.5,2,0.5,0.5,694,224,186,265,"sympiso"
0.2,100,1,2,0.5,2,0.5,0.5,694,8,4,13,"asympiso"
0.25,100,1,2,0.5,2,0.5,0.5,695,303,223,406.05,"tot.cases"
0.25,100,1,2,0.5,2,0.5,0.5,695,4,2,6,"peak.hosp"
0.25,100,1,2,0.5,2,0.5,0.5,695,0,0,0,"days.above.thresh"
0.25,100,1,2,0.5,2,0.5,0.5,695,12,8,17,"tot.hosp"
0.25,100,1,2,0.5,2,0.5,0.5,695,7,4,11,"death"
0.25,100,1,2,0.5,2,0.5,0.5,695,207,174,245,"sympiso"
0.25,100,1,2,0.5,2,0.5,0.5,695,7,3,12,"asympiso"
0.3,100,1,2,0.5,2,0.5,0.5,696,266,197.95,354.05,"tot.cases"
0.3,100,1,2,0.5,2,0.5,0.5,696,4,2,6,"peak.hosp"
0.3,100,1,2,0.5,2,0.5,0.5,696,0,0,0,"days.above.thresh"
0.3,100,1,2,0.5,2,0.5,0.5,696,11,7,17,"tot.hosp"
0.3,100,1,2,0.5,2,0.5,0.5,696,7,3,11,"death"
0.3,100,1,2,0.5,2,0.5,0.5,696,192,162,225,"sympiso"
0.3,100,1,2,0.5,2,0.5,0.5,696,7,3,12,"asympiso"
0.35,100,1,2,0.5,2,0.5,0.5,697,232,174,308,"tot.cases"
0.35,100,1,2,0.5,2,0.5,0.5,697,4,2,6,"peak.hosp"
0.35,100,1,2,0.5,2,0.5,0.5,697,0,0,0,"days.above.thresh"
0.35,100,1,2,0.5,2,0.5,0.5,697,11,7,16,"tot.hosp"
0.35,100,1,2,0.5,2,0.5,0.5,697,6,3,10,"death"
0.35,100,1,2,0.5,2,0.5,0.5,697,178,151,209,"sympiso"
0.35,100,1,2,0.5,2,0.5,0.5,697,6,2,11,"asympiso"
0.4,100,1,2,0.5,2,0.5,0.5,698,204,151,269.05,"tot.cases"
0.4,100,1,2,0.5,2,0.5,0.5,698,4,2,5,"peak.hosp"
0.4,100,1,2,0.5,2,0.5,0.5,698,0,0,0,"days.above.thresh"
0.4,100,1,2,0.5,2,0.5,0.5,698,10,6,15,"tot.hosp"
0.4,100,1,2,0.5,2,0.5,0.5,698,6,3,10,"death"
0.4,100,1,2,0.5,2,0.5,0.5,698,165,140.95,193,"sympiso"
0.4,100,1,2,0.5,2,0.5,0.5,698,6,2,10,"asympiso"
0.45,100,1,2,0.5,2,0.5,0.5,699,179,132,234,"tot.cases"
0.45,100,1,2,0.5,2,0.5,0.5,699,3,2,5,"peak.hosp"
0.45,100,1,2,0.5,2,0.5,0.5,699,0,0,0,"days.above.thresh"
0.45,100,1,2,0.5,2,0.5,0.5,699,10,6,14,"tot.hosp"
0.45,100,1,2,0.5,2,0.5,0.5,699,6,3,9,"death"
0.45,100,1,2,0.5,2,0.5,0.5,699,154,131,178,"sympiso"
0.45,100,1,2,0.5,2,0.5,0.5,699,5,2,10,"asympiso"
0.5,100,1,2,0.5,2,0.5,0.5,700,155,117,204,"tot.cases"
0.5,100,1,2,0.5,2,0.5,0.5,700,3,2,5,"peak.hosp"
0.5,100,1,2,0.5,2,0.5,0.5,700,0,0,0,"days.above.thresh"
0.5,100,1,2,0.5,2,0.5,0.5,700,9,6,13,"tot.hosp"
0.5,100,1,2,0.5,2,0.5,0.5,700,5,2,9,"death"
0.5,100,1,2,0.5,2,0.5,0.5,700,143,124,165,"sympiso"
0.5,100,1,2,0.5,2,0.5,0.5,700,5,2,9,"asympiso"
0.55,100,1,2,0.5,2,0.5,0.5,701,136,103,177,"tot.cases"
0.55,100,1,2,0.5,2,0.5,0.5,701,3,2,5,"peak.hosp"
0.55,100,1,2,0.5,2,0.5,0.5,701,0,0,0,"days.above.thresh"
0.55,100,1,2,0.5,2,0.5,0.5,701,9,5,13,"tot.hosp"
0.55,100,1,2,0.5,2,0.5,0.5,701,5,2,9,"death"
0.55,100,1,2,0.5,2,0.5,0.5,701,134,117,154,"sympiso"
0.55,100,1,2,0.5,2,0.5,0.5,701,5,1,9,"asympiso"
0.6,100,1,2,0.5,2,0.5,0.5,702,118,90,152,"tot.cases"
0.6,100,1,2,0.5,2,0.5,0.5,702,3,2,5,"peak.hosp"
0.6,100,1,2,0.5,2,0.5,0.5,702,0,0,0,"days.above.thresh"
0.6,100,1,2,0.5,2,0.5,0.5,702,8,5,12,"tot.hosp"
0.6,100,1,2,0.5,2,0.5,0.5,702,5,2,8,"death"
0.6,100,1,2,0.5,2,0.5,0.5,702,126,110,144,"sympiso"
0.6,100,1,2,0.5,2,0.5,0.5,702,4,1,8,"asympiso"
0,250,1,2,0.5,2,0.5,0.5,703,523,391,672,"tot.cases"
0,250,1,2,0.5,2,0.5,0.5,703,5,3,7,"peak.hosp"
0,250,1,2,0.5,2,0.5,0.5,703,0,0,0,"days.above.thresh"
0,250,1,2,0.5,2,0.5,0.5,703,16,10,23,"tot.hosp"
0,250,1,2,0.5,2,0.5,0.5,703,9,5,14,"death"
0,250,1,2,0.5,2,0.5,0.5,703,290,237,351,"sympiso"
0,250,1,2,0.5,2,0.5,0.5,703,27,18,38,"asympiso"
0.05,250,1,2,0.5,2,0.5,0.5,704,471,352,614,"tot.cases"
0.05,250,1,2,0.5,2,0.5,0.5,704,4,3,7,"peak.hosp"
0.05,250,1,2,0.5,2,0.5,0.5,704,0,0,0,"days.above.thresh"
0.05,250,1,2,0.5,2,0.5,0.5,704,15,10,22,"tot.hosp"
0.05,250,1,2,0.5,2,0.5,0.5,704,8,4,13,"death"
0.05,250,1,2,0.5,2,0.5,0.5,704,269,220,322,"sympiso"
0.05,250,1,2,0.5,2,0.5,0.5,704,26,16,36,"asympiso"
0.1,250,1,2,0.5,2,0.5,0.5,705,414,311,552,"tot.cases"
0.1,250,1,2,0.5,2,0.5,0.5,705,4,3,7,"peak.hosp"
0.1,250,1,2,0.5,2,0.5,0.5,705,0,0,0,"days.above.thresh"
0.1,250,1,2,0.5,2,0.5,0.5,705,14,9,20,"tot.hosp"
0.1,250,1,2,0.5,2,0.5,0.5,705,8,4,13,"death"
0.1,250,1,2,0.5,2,0.5,0.5,705,247,205,295,"sympiso"
0.1,250,1,2,0.5,2,0.5,0.5,705,24,15,33,"asympiso"
0.15,250,1,2,0.5,2,0.5,0.5,706,367,273,491,"tot.cases"
0.15,250,1,2,0.5,2,0.5,0.5,706,4,2,6,"peak.hosp"
0.15,250,1,2,0.5,2,0.5,0.5,706,0,0,0,"days.above.thresh"
0.15,250,1,2,0.5,2,0.5,0.5,706,13,9,19,"tot.hosp"
0.15,250,1,2,0.5,2,0.5,0.5,706,7,4,12,"death"
0.15,250,1,2,0.5,2,0.5,0.5,706,228,190,270,"sympiso"
0.15,250,1,2,0.5,2,0.5,0.5,706,22,14,31,"asympiso"
0.2,250,1,2,0.5,2,0.5,0.5,707,327,240,435,"tot.cases"
0.2,250,1,2,0.5,2,0.5,0.5,707,4,2,6,"peak.hosp"
0.2,250,1,2,0.5,2,0.5,0.5,707,0,0,0,"days.above.thresh"
0.2,250,1,2,0.5,2,0.5,0.5,707,12,8,18,"tot.hosp"
0.2,250,1,2,0.5,2,0.5,0.5,707,7,4,12,"death"
0.2,250,1,2,0.5,2,0.5,0.5,707,211,176,250,"sympiso"
0.2,250,1,2,0.5,2,0.5,0.5,707,20,13,29,"asympiso"
0.25,250,1,2,0.5,2,0.5,0.5,708,291,214,385,"tot.cases"
0.25,250,1,2,0.5,2,0.5,0.5,708,4,2,6,"peak.hosp"
0.25,250,1,2,0.5,2,0.5,0.5,708,0,0,0,"days.above.thresh"
0.25,250,1,2,0.5,2,0.5,0.5,708,12,8,17,"tot.hosp"
0.25,250,1,2,0.5,2,0.5,0.5,708,7,3,11,"death"
0.25,250,1,2,0.5,2,0.5,0.5,708,197,164,230,"sympiso"
0.25,250,1,2,0.5,2,0.5,0.5,708,19,11,27,"asympiso"
0.3,250,1,2,0.5,2,0.5,0.5,709,252,188,335,"tot.cases"
0.3,250,1,2,0.5,2,0.5,0.5,709,4,2,6,"peak.hosp"
0.3,250,1,2,0.5,2,0.5,0.5,709,0,0,0,"days.above.thresh"
0.3,250,1,2,0.5,2,0.5,0.5,709,11,7,16,"tot.hosp"
0.3,250,1,2,0.5,2,0.5,0.5,709,6,3,11,"death"
0.3,250,1,2,0.5,2,0.5,0.5,709,181,153,213,"sympiso"
0.3,250,1,2,0.5,2,0.5,0.5,709,17,10,25,"asympiso"
0.35,250,1,2,0.5,2,0.5,0.5,710,223,165,296,"tot.cases"
0.35,250,1,2,0.5,2,0.5,0.5,710,4,2,6,"peak.hosp"
0.35,250,1,2,0.5,2,0.5,0.5,710,0,0,0,"days.above.thresh"
0.35,250,1,2,0.5,2,0.5,0.5,710,10,7,15,"tot.hosp"
0.35,250,1,2,0.5,2,0.5,0.5,710,6,3,10,"death"
0.35,250,1,2,0.5,2,0.5,0.5,710,169,144,198,"sympiso"
0.35,250,1,2,0.5,2,0.5,0.5,710,16,10,24,"asympiso"
0.4,250,1,2,0.5,2,0.5,0.5,711,196,145,260,"tot.cases"
0.4,250,1,2,0.5,2,0.5,0.5,711,3,2,5,"peak.hosp"
0.4,250,1,2,0.5,2,0.5,0.5,711,0,0,0,"days.above.thresh"
0.4,250,1,2,0.5,2,0.5,0.5,711,10,6,15,"tot.hosp"
0.4,250,1,2,0.5,2,0.5,0.5,711,6,3,10,"death"
0.4,250,1,2,0.5,2,0.5,0.5,711,157,134,184,"sympiso"
0.4,250,1,2,0.5,2,0.5,0.5,711,15,9,22,"asympiso"
0.45,250,1,2,0.5,2,0.5,0.5,712,171,128,224,"tot.cases"
0.45,250,1,2,0.5,2,0.5,0.5,712,3,2,5,"peak.hosp"
0.45,250,1,2,0.5,2,0.5,0.5,712,0,0,0,"days.above.thresh"
0.45,250,1,2,0.5,2,0.5,0.5,712,9,6,14,"tot.hosp"
0.45,250,1,2,0.5,2,0.5,0.5,712,6,3,9,"death"
0.45,250,1,2,0.5,2,0.5,0.5,712,147,126,170,"sympiso"
0.45,250,1,2,0.5,2,0.5,0.5,712,14,8,20,"asympiso"
0.5,250,1,2,0.5,2,0.5,0.5,713,150,112,196,"tot.cases"
0.5,250,1,2,0.5,2,0.5,0.5,713,3,2,5,"peak.hosp"
0.5,250,1,2,0.5,2,0.5,0.5,713,0,0,0,"days.above.thresh"
0.5,250,1,2,0.5,2,0.5,0.5,713,9,6,13,"tot.hosp"
0.5,250,1,2,0.5,2,0.5,0.5,713,5,3,9,"death"
0.5,250,1,2,0.5,2,0.5,0.5,713,138,119,159,"sympiso"
0.5,250,1,2,0.5,2,0.5,0.5,713,13,7,19,"asympiso"
0.55,250,1,2,0.5,2,0.5,0.5,714,130,98,170,"tot.cases"
0.55,250,1,2,0.5,2,0.5,0.5,714,3,2,5,"peak.hosp"
0.55,250,1,2,0.5,2,0.5,0.5,714,0,0,0,"days.above.thresh"
0.55,250,1,2,0.5,2,0.5,0.5,714,9,5,13,"tot.hosp"
0.55,250,1,2,0.5,2,0.5,0.5,714,5,2,9,"death"
0.55,250,1,2,0.5,2,0.5,0.5,714,129,111,148,"sympiso"
0.55,250,1,2,0.5,2,0.5,0.5,714,12,7,18,"asympiso"
0.6,250,1,2,0.5,2,0.5,0.5,715,115,87,148,"tot.cases"
0.6,250,1,2,0.5,2,0.5,0.5,715,3,2,5,"peak.hosp"
0.6,250,1,2,0.5,2,0.5,0.5,715,0,0,0,"days.above.thresh"
0.6,250,1,2,0.5,2,0.5,0.5,715,8,5,12,"tot.hosp"
0.6,250,1,2,0.5,2,0.5,0.5,715,5,2,8,"death"
0.6,250,1,2,0.5,2,0.5,0.5,715,121,106,139,"sympiso"
0.6,250,1,2,0.5,2,0.5,0.5,715,11,6,17,"asympiso"
0,500,1,2,0.5,2,0.5,0.5,716,485,360,635.05,"tot.cases"
0,500,1,2,0.5,2,0.5,0.5,716,4,3,7,"peak.hosp"
0,500,1,2,0.5,2,0.5,0.5,716,0,0,0,"days.above.thresh"
0,500,1,2,0.5,2,0.5,0.5,716,15,10,22,"tot.hosp"
0,500,1,2,0.5,2,0.5,0.5,716,8,4,13,"death"
