"d","tot.tests","sens","Ds","Da","Ts","Ta","sim","median","lower","upper","objective"
0.35,100,1,0.0416666666666667,0.0416666666666667,24,24,21,579,439,736,"tot.cases"
0.35,100,1,0.0416666666666667,0.0416666666666667,24,24,21,5,3,7,"peak.hosp"
0.35,100,1,0.0416666666666667,0.0416666666666667,24,24,21,0,0,0,"days.above.thresh"
0.35,100,1,0.0416666666666667,0.0416666666666667,24,24,21,17,11,24,"tot.hosp"
0.35,100,1,0.0416666666666667,0.0416666666666667,24,24,21,9,5,14,"death"
0.35,100,1,0.0416666666666667,0.0416666666666667,24,24,21,319,261,385,"sympiso"
0.35,100,1,0.0416666666666667,0.0416666666666667,24,24,21,14,8,21,"asympiso"
0.4,100,1,0.0416666666666667,0.0416666666666667,24,24,22,480,364,614,"tot.cases"
0.4,100,1,0.0416666666666667,0.0416666666666667,24,24,22,4,3,7,"peak.hosp"
0.4,100,1,0.0416666666666667,0.0416666666666667,24,24,22,0,0,0,"days.above.thresh"
0.4,100,1,0.0416666666666667,0.0416666666666667,24,24,22,15,10,22,"tot.hosp"
0.4,100,1,0.0416666666666667,0.0416666666666667,24,24,22,8,4,13,"death"
0.4,100,1,0.0416666666666667,0.0416666666666667,24,24,22,281,232,337,"sympiso"
0.4,100,1,0.0416666666666667,0.0416666666666667,24,24,22,12,7,19,"asympiso"
0.45,100,1,0.0416666666666667,0.0416666666666667,24,24,23,395,297,509,"tot.cases"
0.45,100,1,0.0416666666666667,0.0416666666666667,24,24,23,4,2,6,"peak.hosp"
0.45,100,1,0.0416666666666667,0.0416666666666667,24,24,23,0,0,0,"days.above.thresh"
0.45,100,1,0.0416666666666667,0.0416666666666667,24,24,23,14,9,20,"tot.hosp"
0.45,100,1,0.0416666666666667,0.0416666666666667,24,24,23,8,4,12,"death"
0.45,100,1,0.0416666666666667,0.0416666666666667,24,24,23,246,205,293,"sympiso"
0.45,100,1,0.0416666666666667,0.0416666666666667,24,24,23,11,6,17,"asympiso"
0.5,100,1,0.0416666666666667,0.0416666666666667,24,24,24,324,239,421,"tot.cases"
0.5,100,1,0.0416666666666667,0.0416666666666667,24,24,24,4,2,6,"peak.hosp"
0.5,100,1,0.0416666666666667,0.0416666666666667,24,24,24,0,0,0,"days.above.thresh"
0.5,100,1,0.0416666666666667,0.0416666666666667,24,24,24,12,8,18,"tot.hosp"
0.5,100,1,0.0416666666666667,0.0416666666666667,24,24,24,7,4,11,"death"
0.5,100,1,0.0416666666666667,0.0416666666666667,24,24,24,218,182,258,"sympiso"
0.5,100,1,0.0416666666666667,0.0416666666666667,24,24,24,10,5,16,"asympiso"
0.55,100,1,0.0416666666666667,0.0416666666666667,24,24,25,267,198,347,"tot.cases"
0.55,100,1,0.0416666666666667,0.0416666666666667,24,24,25,4,2,6,"peak.hosp"
0.55,100,1,0.0416666666666667,0.0416666666666667,24,24,25,0,0,0,"days.above.thresh"
0.55,100,1,0.0416666666666667,0.0416666666666667,24,24,25,11,7,17,"tot.hosp"
0.55,100,1,0.0416666666666667,0.0416666666666667,24,24,25,7,3,11,"death"
0.55,100,1,0.0416666666666667,0.0416666666666667,24,24,25,194,162,227.05,"sympiso"
0.55,100,1,0.0416666666666667,0.0416666666666667,24,24,25,9,4,14,"asympiso"
0.6,100,1,0.0416666666666667,0.0416666666666667,24,24,26,218,162,279,"tot.cases"
0.6,100,1,0.0416666666666667,0.0416666666666667,24,24,26,4,2,6,"peak.hosp"
0.6,100,1,0.0416666666666667,0.0416666666666667,24,24,26,0,0,0,"days.above.thresh"
0.6,100,1,0.0416666666666667,0.0416666666666667,24,24,26,10,7,15,"tot.hosp"
0.6,100,1,0.0416666666666667,0.0416666666666667,24,24,26,6,3,10,"death"
0.6,100,1,0.0416666666666667,0.0416666666666667,24,24,26,172,146,201,"sympiso"
0.6,100,1,0.0416666666666667,0.0416666666666667,24,24,26,8,3,13,"asympiso"
0,250,1,0.0416666666666667,0.0416666666666667,24,24,27,1683,1331,2066,"tot.cases"
0,250,1,0.0416666666666667,0.0416666666666667,24,24,27,9,6,14,"peak.hosp"
0,250,1,0.0416666666666667,0.0416666666666667,24,24,27,0,0,0,"days.above.thresh"
0,250,1,0.0416666666666667,0.0416666666666667,24,24,27,32,22,43,"tot.hosp"
0,250,1,0.0416666666666667,0.0416666666666667,24,24,27,16,10,23,"death"
0,250,1,0.0416666666666667,0.0416666666666667,24,24,27,690,558.95,838,"sympiso"
0,250,1,0.0416666666666667,0.0416666666666667,24,24,27,86,66,109,"asympiso"
0.05,250,1,0.0416666666666667,0.0416666666666667,24,24,28,1436.5,1131,1780.05,"tot.cases"
0.05,250,1,0.0416666666666667,0.0416666666666667,24,24,28,8,5,13,"peak.hosp"
0.05,250,1,0.0416666666666667,0.0416666666666667,24,24,28,0,0,0,"days.above.thresh"
0.05,250,1,0.0416666666666667,0.0416666666666667,24,24,28,29,20,39,"tot.hosp"
